row_number,level,Nation_fk,Year,Region,Country,All Religions,Buddhists,Christians,Folk Religions,Hindus,Jews,Muslims,Other Religions,Unaffiliated
985,1,14,2050,Asia-Pacific,Azerbaijan, 100,< 1.0, 1.9,< 1.0,< 1.0,< 1.0,98.0,< 1.0,< 1.0
986,1,15,2050,Latin America-Caribbean,Bahamas, 100,< 1.0,96.7,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.6
987,1,16,2050,Middle East-North Africa,Bahrain, 100, 4.0,12.1,< 1.0,10.7,< 1.0,70.2,< 1.0, 2.1
988,1,17,2050,Asia-Pacific,Bangladesh, 100,< 1.0,< 1.0,< 1.0, 7.3,< 1.0,91.7,< 1.0,< 1.0
989,1,18,2050,Latin America-Caribbean,Barbados, 100,< 1.0,95.2,< 1.0,< 1.0,< 1.0,< 1.0, 1.4, 1.9
990,1,19,2050,Europe,Belarus, 100,< 1.0,71.2,< 1.0,< 1.0,< 1.0, 2.4,< 1.0,26.2
991,1,20,2050,Europe,Belgium, 100,< 1.0,52.8,< 1.0,< 1.0,< 1.0,11.8,< 1.0,33.6
992,1,21,2050,Latin America-Caribbean,Belize, 100,< 1.0,87.3, 1.5,< 1.0, 1.1,< 1.0,< 1.0, 9.2
993,1,22,2050,Sub-Saharan Africa,Benin, 100,< 1.0,48.5,18.4,< 1.0,< 1.0,27.3,< 1.0, 5.8
994,1,23,2050,North America,Bermuda, 100,< 1.0,75.0, 3.0,< 1.0,< 1.0, 1.1,< 1.0,19.4
995,1,24,2050,Asia-Pacific,Bhutan, 100,74.7,< 1.0, 1.9,22.5,< 1.0,< 1.0,< 1.0,< 1.0
996,1,25,2050,Latin America-Caribbean,Bolivia, 100,< 1.0,94.2,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 4.1
997,1,26,2050,Europe,Bosnia-Herzegovina, 100,< 1.0,48.5,< 1.0,< 1.0,< 1.0,49.4,< 1.0, 2.1
998,1,27,2050,Sub-Saharan Africa,Botswana, 100,< 1.0,83.9, 1.7,< 1.0,< 1.0, 1.8,< 1.0,11.8
999,1,28,2050,Latin America-Caribbean,Brazil, 100,< 1.0,86.4, 4.0,< 1.0,< 1.0,< 1.0,< 1.0, 9.3
1000,1,29,2050,Latin America-Caribbean,British Virgin Islands, 100,< 1.0,84.5, 8.4, 1.2,< 1.0, 1.2,< 1.0, 3.9
1001,1,30,2050,Asia-Pacific,Brunei, 100, 8.6, 9.4, 6.2,< 1.0,< 1.0,75.1,< 1.0,< 1.0
1002,1,31,2050,Europe,Bulgaria, 100,< 1.0,78.7,< 1.0,< 1.0,< 1.0,15.0,< 1.0, 6.2
1003,1,32,2050,Sub-Saharan Africa,Burkina Faso, 100,< 1.0,19.3,15.5,< 1.0,< 1.0,64.6,< 1.0,< 1.0
1004,1,33,2050,Sub-Saharan Africa,Burundi, 100,< 1.0,90.5, 6.3,< 1.0,< 1.0, 3.2,< 1.0,< 1.0
1005,1,34,2050,Asia-Pacific,Cambodia, 100,96.7,< 1.0,< 1.0,< 1.0,< 1.0, 2.1,< 1.0,< 1.0
1006,1,35,2050,Sub-Saharan Africa,Cameroon, 100,< 1.0,67.6, 3.1,< 1.0,< 1.0,22.0, 2.7, 4.6
1007,1,36,2050,North America,Canada, 100, 1.5,60.2, 1.4, 2.6, 1.4, 5.5, 1.9,25.6
1008,1,37,2050,Sub-Saharan Africa,Cape Verde, 100,< 1.0,89.7, 1.3,< 1.0,< 1.0,< 1.0,< 1.0, 8.7
1009,1,38,2050,Latin America-Caribbean,Cayman Islands, 100,< 1.0,83.5, 4.5,< 1.0,< 1.0,< 1.0,< 1.0, 9.4
1010,1,39,2050,Sub-Saharan Africa,Central African Republic, 100,< 1.0,87.9,< 1.0,< 1.0,< 1.0,10.1,< 1.0,< 1.0
1011,1,40,2050,Sub-Saharan Africa,Chad, 100,< 1.0,42.7, 1.3,< 1.0,< 1.0,53.9,< 1.0, 1.9
1012,1,41,2050,Europe,Channel Islands, 100,< 1.0,85.2,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,14.2
1013,1,42,2050,Latin America-Caribbean,Chile, 100,< 1.0,86.2, 1.3,< 1.0,< 1.0,< 1.0,< 1.0,12.0
1014,1,43,2050,Asia-Pacific,China, 100,18.5, 5.4,21.8,< 1.0,< 1.0, 2.7,< 1.0,50.8
1015,1,44,2050,Latin America-Caribbean,Colombia, 100,< 1.0,91.8,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 7.2
1016,1,45,2050,Sub-Saharan Africa,Comoros, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,98.3,< 1.0,< 1.0
1017,1,46,2050,Sub-Saharan Africa,Republic of the Congo, 100,< 1.0,87.8, 2.7,< 1.0,< 1.0, 1.1,< 1.0, 7.4
1018,1,47,2050,Sub-Saharan Africa,Democratic Republic of the Congo, 100,< 1.0,95.7,< 1.0,< 1.0,< 1.0, 1.7,< 1.0, 1.7
1019,1,48,2050,Asia-Pacific,Cook Islands, 100,< 1.0,96.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.2
1020,1,49,2050,Latin America-Caribbean,Costa Rica, 100,< 1.0,90.4,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 8.3
1021,1,50,2050,Sub-Saharan Africa,Ivory Coast, 100,< 1.0,41.5,12.0,< 1.0,< 1.0,37.3,< 1.0, 8.9
1022,1,51,2050,Europe,Croatia, 100,< 1.0,93.6,< 1.0,< 1.0,< 1.0, 1.9,< 1.0, 4.4
1023,1,52,2050,Latin America-Caribbean,Cuba, 100,< 1.0,57.8,18.3,< 1.0,< 1.0,< 1.0,< 1.0,23.5
1024,1,53,2050,Asia-Pacific,Cyprus, 100, 1.3,68.9,< 1.0,< 1.0,< 1.0,25.1,< 1.0, 3.6
1025,1,54,2050,Europe,Czech Republic, 100,< 1.0,18.6,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,78.9
1026,1,55,2050,Europe,Denmark, 100,< 1.0,78.6,< 1.0,< 1.0,< 1.0, 8.5,< 1.0,11.0
1027,1,56,2050,Sub-Saharan Africa,Djibouti, 100,< 1.0, 2.3,< 1.0,< 1.0,< 1.0,96.9,< 1.0,< 1.0
1028,1,57,2050,Latin America-Caribbean,Dominica, 100,< 1.0,94.4, 3.0,< 1.0,< 1.0,< 1.0, 1.7,< 1.0
1029,1,58,2050,Latin America-Caribbean,Dominican Republic, 100,< 1.0,88.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,10.6
1030,1,59,2050,Latin America-Caribbean,Ecuador, 100,< 1.0,93.7,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 5.8
1031,1,60,2050,Middle East-North Africa,Egypt, 100,< 1.0, 3.7,< 1.0,< 1.0,< 1.0,96.3,< 1.0,< 1.0
1032,1,61,2050,Latin America-Caribbean,El Salvador, 100,< 1.0,87.6,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,11.7
1033,1,62,2050,Sub-Saharan Africa,Equatorial Guinea, 100,< 1.0,88.7, 1.7,< 1.0,< 1.0, 4.0,< 1.0, 5.0
1034,1,63,2050,Sub-Saharan Africa,Eritrea, 100,< 1.0,62.9,< 1.0,< 1.0,< 1.0,36.6,< 1.0,< 1.0
1035,1,64,2050,Europe,Estonia, 100,< 1.0,40.4,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,59.1
1036,1,65,2050,Sub-Saharan Africa,Ethiopia, 100,< 1.0,58.3, 1.7,< 1.0,< 1.0,39.9,< 1.0,< 1.0
1037,1,66,2050,Europe,Faeroe Islands, 100,< 1.0,98.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 1.7
1038,1,67,2050,Latin America-Caribbean,Falkland Islands (Malvinas), 100,< 1.0,67.2,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,31.5
1039,1,68,2050,Asia-Pacific,Fiji, 100,< 1.0,64.4,< 1.0,27.9,< 1.0, 6.3,< 1.0,< 1.0
1040,1,69,2050,Europe,Finland, 100,< 1.0,72.5,< 1.0,< 1.0,< 1.0, 3.4,< 1.0,23.2
1041,1,70,2050,Europe,France, 100,< 1.0,43.1,< 1.0,< 1.0,< 1.0,10.9,< 1.0,44.1
1042,1,71,2050,Latin America-Caribbean,French Guiana, 100,< 1.0,83.0, 7.4,< 1.0,< 1.0, 2.3,< 1.0, 4.9
1043,1,72,2050,Asia-Pacific,French Polynesia, 100,< 1.0,94.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 4.9
1044,1,73,2050,Sub-Saharan Africa,Gabon, 100,< 1.0,71.5, 5.5,< 1.0,< 1.0,16.0,< 1.0, 6.3
1045,1,74,2050,Sub-Saharan Africa,Gambia, 100,< 1.0, 3.3,< 1.0,< 1.0,< 1.0,95.7,< 1.0,< 1.0
1046,1,75,2050,Europe,Georgia, 100,< 1.0,85.0,< 1.0,< 1.0,< 1.0,14.2,< 1.0,< 1.0
1047,1,76,2050,Europe,Germany, 100,< 1.0,59.3,< 1.0,< 1.0,< 1.0,10.0,< 1.0,29.8
1048,1,77,2050,Sub-Saharan Africa,Ghana, 100,< 1.0,67.8, 6.1,< 1.0,< 1.0,22.3,< 1.0, 3.5
1049,1,78,2050,Europe,Gibraltar, 100,< 1.0,88.8,< 1.0, 1.8, 2.1, 4.0,< 1.0, 2.9
1050,1,79,2050,Europe,Greece, 100,< 1.0,86.1,< 1.0,< 1.0,< 1.0, 7.8,< 1.0, 5.5
1051,1,80,2050,North America,Greenland, 100,< 1.0,96.1,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.5
1052,1,81,2050,Latin America-Caribbean,Grenada, 100,< 1.0,96.6, 1.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
1053,1,82,2050,Latin America-Caribbean,Guadeloupe, 100,< 1.0,95.9,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.5
1054,1,83,2050,Asia-Pacific,Guam, 100, 1.1,94.2, 1.5,< 1.0,< 1.0,< 1.0, 1.6, 1.7
1055,1,84,2050,Latin America-Caribbean,Guatemala, 100,< 1.0,95.7,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.5
1056,1,85,2050,Sub-Saharan Africa,Guinea, 100,< 1.0,10.0, 2.6,< 1.0,< 1.0,85.5,< 1.0, 1.8
1057,1,86,2050,Sub-Saharan Africa,Guinea-Bissau, 100,< 1.0,16.0,30.7,< 1.0,< 1.0,48.8,< 1.0, 4.6
1058,1,87,2050,Latin America-Caribbean,Guyana, 100,< 1.0,73.8,< 1.0,18.4,< 1.0, 5.2,< 1.0, 1.9
1059,1,88,2050,Latin America-Caribbean,Haiti, 100,< 1.0,86.5, 1.9,< 1.0,< 1.0,< 1.0,< 1.0,11.3
1060,1,89,2050,Europe,Vatican City, 100,< 1.0,>99.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
1061,1,90,2050,Latin America-Caribbean,Honduras, 100,< 1.0,87.7, 1.2,< 1.0,< 1.0,< 1.0,< 1.0,10.1
1062,1,91,2050,Asia-Pacific,Hong Kong, 100,13.4,18.9,13.4,< 1.0,< 1.0, 3.2, 1.3,49.1
1063,1,92,2050,Europe,Hungary, 100,< 1.0,76.1,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,23.3
1064,1,93,2050,Europe,Iceland, 100, 1.1,90.8,< 1.0,< 1.0,< 1.0, 1.7,< 1.0, 5.1
1065,1,94,2050,Asia-Pacific,India, 100,< 1.0, 2.2,< 1.0,76.7,< 1.0,18.4, 1.5,< 1.0
1066,1,95,2050,Asia-Pacific,Indonesia, 100,< 1.0,11.2,< 1.0, 1.4,< 1.0,86.4,< 1.0,< 1.0
1067,1,96,2050,Asia-Pacific,Iran, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
1068,1,97,2050,Middle East-North Africa,Iraq, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
1069,1,98,2050,Europe,Ireland, 100,< 1.0,83.5,< 1.0,< 1.0,< 1.0, 3.0,< 1.0,12.1
1070,1,99,2050,Europe,Isle of Man, 100,< 1.0,84.1,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,15.4
1071,1,100,2050,Middle East-North Africa,Israel, 100,< 1.0, 1.9,< 1.0,< 1.0,69.9,24.6,< 1.0, 2.9
1072,1,101,2050,Europe,Italy, 100,< 1.0,72.8,< 1.0,< 1.0,< 1.0, 9.5,< 1.0,16.3
1073,1,102,2050,Latin America-Caribbean,Jamaica, 100,< 1.0,77.1, 4.7,< 1.0,< 1.0,< 1.0,< 1.0,17.0
1074,1,103,2050,Asia-Pacific,Japan, 100,25.1, 2.4,< 1.0,< 1.0,< 1.0,< 1.0, 3.9,67.7
1075,1,104,2050,Middle East-North Africa,Jordan, 100,< 1.0, 2.1,< 1.0,< 1.0,< 1.0,96.9,< 1.0,< 1.0
1076,1,105,2050,Asia-Pacific,Kazakhstan, 100,< 1.0,18.4,< 1.0,< 1.0,< 1.0,77.4,< 1.0, 2.8
1077,1,106,2050,Sub-Saharan Africa,Kenya, 100,< 1.0,82.1, 1.2,< 1.0,< 1.0,13.3,< 1.0, 2.3
1078,1,107,2050,Asia-Pacific,Kiribati, 100,< 1.0,97.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.2,< 1.0
1079,1,108,2050,Europe,Kosovo, 100,< 1.0, 4.7,< 1.0,< 1.0,< 1.0,95.2,< 1.0,< 1.0
1080,1,109,2050,Middle East-North Africa,Kuwait, 100, 7.3,11.8,< 1.0,10.8,< 1.0,69.4,< 1.0,< 1.0
1081,1,110,2050,Asia-Pacific,Kyrgyzstan, 100,< 1.0, 7.0,< 1.0,< 1.0,< 1.0,92.4,< 1.0,< 1.0
1082,1,111,2050,Asia-Pacific,Laos, 100,56.9, 1.5,39.7,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
1083,1,112,2050,Europe,Latvia, 100,< 1.0,54.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,45.1
1084,1,113,2050,Middle East-North Africa,Lebanon, 100,< 1.0,38.2,< 1.0,< 1.0,< 1.0,61.4,< 1.0,< 1.0
1085,1,114,2050,Sub-Saharan Africa,Lesotho, 100,< 1.0,97.2,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.7
1086,1,115,2050,Sub-Saharan Africa,Liberia, 100,< 1.0,85.4, 1.1,< 1.0,< 1.0,12.1,< 1.0, 1.3
1087,1,116,2050,Middle East-North Africa,Libya, 100,< 1.0, 2.7,< 1.0,< 1.0,< 1.0,96.6,< 1.0,< 1.0
1088,1,117,2050,Europe,Liechtenstein, 100,< 1.0,91.9,< 1.0,< 1.0,< 1.0, 5.0,< 1.0, 2.9
1089,1,118,2050,Europe,Lithuania, 100,< 1.0,91.2,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 8.5
1090,1,119,2050,Europe,Luxembourg, 100,< 1.0,71.1,< 1.0,< 1.0,< 1.0, 2.3,< 1.0,26.2
1091,1,120,2050,Asia-Pacific,Macau, 100,17.3, 7.2,58.9,< 1.0,< 1.0,< 1.0,< 1.0,15.4
1092,1,121,2050,Europe,Republic of Macedonia, 100,< 1.0,42.7,< 1.0,< 1.0,< 1.0,56.2,< 1.0, 1.0
1093,1,122,2050,Sub-Saharan Africa,Madagascar, 100,< 1.0,82.8, 5.2,< 1.0,< 1.0, 3.2,< 1.0, 8.6
1094,1,123,2050,Sub-Saharan Africa,Malawi, 100,< 1.0,84.0, 1.6,< 1.0,< 1.0,12.9,< 1.0, 1.4
1095,1,124,2050,Asia-Pacific,Malaysia, 100,10.8, 9.4, 1.9, 5.0,< 1.0,72.4,< 1.0,< 1.0
1096,1,125,2050,Asia-Pacific,Maldives, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,98.4,< 1.0,< 1.0
1097,1,126,2050,Sub-Saharan Africa,Mali, 100,< 1.0, 2.3, 3.7,< 1.0,< 1.0,93.4,< 1.0,< 1.0
1098,1,127,2050,Europe,Malta, 100,< 1.0,97.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.5
1099,1,128,2050,Asia-Pacific,Marshall Islands, 100,< 1.0,97.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 1.5
1100,1,129,2050,Latin America-Caribbean,Martinique, 100,< 1.0,96.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.3
1101,1,130,2050,Sub-Saharan Africa,Mauritania, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
1102,1,131,2050,Sub-Saharan Africa,Mauritius, 100,< 1.0,32.9,< 1.0,47.8,< 1.0,17.6,< 1.0, 1.0
1103,1,132,2050,Sub-Saharan Africa,Mayotte, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,98.6,< 1.0,< 1.0
1104,1,133,2050,Latin America-Caribbean,Mexico, 100,< 1.0,91.4,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 8.4
1105,1,134,2050,Asia-Pacific,Federated States of Micronesia, 100,< 1.0,95.2, 2.7,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
1106,1,135,2050,Europe,Moldova, 100,< 1.0,97.0,< 1.0,< 1.0,< 1.0, 1.4,< 1.0, 1.3
1107,1,136,2050,Europe,Monaco, 100,< 1.0,86.0,< 1.0,< 1.0, 1.7,< 1.0,< 1.0,11.7
1108,1,137,2050,Asia-Pacific,Mongolia, 100,52.9, 2.2, 3.4,< 1.0,< 1.0, 4.1,< 1.0,37.4
1109,1,138,2050,Europe,Montenegro, 100,< 1.0,71.5,< 1.0,< 1.0,< 1.0,25.8,< 1.0, 2.7
1110,1,139,2050,Latin America-Caribbean,Montserrat, 100,< 1.0,93.5,< 1.0,< 1.0,< 1.0,< 1.0, 1.5, 4.8
1111,1,140,2050,Middle East-North Africa,Morocco, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
1112,1,141,2050,Sub-Saharan Africa,Mozambique, 100,< 1.0,60.0, 8.1,< 1.0,< 1.0,15.1,< 1.0,16.8
1113,1,142,2050,Asia-Pacific,Burma (Myanmar), 100,79.8, 7.9, 5.4, 1.6,< 1.0, 4.7,< 1.0,< 1.0
1114,1,143,2050,Sub-Saharan Africa,Namibia, 100,< 1.0,97.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.0
1115,1,144,2050,Asia-Pacific,Nauru, 100, 1.1,79.0, 8.1,< 1.0,< 1.0,< 1.0, 7.4, 4.5
1116,1,145,2050,Asia-Pacific,Nepal, 100, 9.2,< 1.0, 3.6,79.8,< 1.0, 6.6,< 1.0,< 1.0
1117,1,146,2050,Europe,Netherlands, 100,< 1.0,39.6,< 1.0,< 1.0,< 1.0, 9.4,< 1.0,49.1
1118,1,148,2050,Asia-Pacific,New Caledonia, 100,< 1.0,85.2,< 1.0,< 1.0,< 1.0, 2.8,< 1.0,10.4
1119,1,149,2050,Asia-Pacific,New Zealand, 100, 2.2,44.7,< 1.0, 3.6,< 1.0, 2.7,< 1.0,45.1
1120,1,150,2050,Latin America-Caribbean,Nicaragua, 100,< 1.0,84.2, 1.4,< 1.0,< 1.0,< 1.0,< 1.0,14.2
1121,1,151,2050,Sub-Saharan Africa,Niger, 100,< 1.0, 1.1,< 1.0,< 1.0,< 1.0,97.9,< 1.0,< 1.0
1122,1,152,2050,Sub-Saharan Africa,Nigeria, 100,< 1.0,39.3, 1.8,< 1.0,< 1.0,58.5,< 1.0,< 1.0
1123,1,153,2050,Asia-Pacific,Niue, 100,< 1.0,96.4,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
1124,1,154,2050,Asia-Pacific,North Korea, 100, 1.5, 2.0,12.3,< 1.0,< 1.0,< 1.0,12.9,71.3
1125,1,155,2050,Asia-Pacific,Northern Mariana Islands, 100,10.6,81.3, 5.3,< 1.0,< 1.0,< 1.0, 1.1, 1.0
1126,1,156,2050,Europe,Norway, 100, 1.5,73.7,< 1.0,< 1.0,< 1.0, 8.9,< 1.0,14.5
1127,1,157,2050,Middle East-North Africa,Oman, 100,< 1.0, 5.5,< 1.0, 5.7,< 1.0,87.3,< 1.0,< 1.0
1128,1,158,2050,Asia-Pacific,Pakistan, 100,< 1.0, 1.5,< 1.0, 2.0,< 1.0,96.5,< 1.0,< 1.0
1129,1,159,2050,Asia-Pacific,Palau, 100,< 1.0,86.7,< 1.0,< 1.0,< 1.0,< 1.0,10.4, 1.2
1130,1,160,2050,Middle East-North Africa,Palestinian territories, 100,< 1.0, 1.4,< 1.0,< 1.0,< 1.0,98.5,< 1.0,< 1.0
1131,1,161,2050,Latin America-Caribbean,Panama, 100,< 1.0,91.9,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 5.7
1132,1,162,2050,Asia-Pacific,Papua New Guinea, 100,< 1.0,>99.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
1133,1,163,2050,Latin America-Caribbean,Paraguay, 100,< 1.0,96.8, 1.8,< 1.0,< 1.0,< 1.0,< 1.0, 1.1
1134,1,164,2050,Latin America-Caribbean,Peru, 100,< 1.0,95.2,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
1135,1,165,2050,Asia-Pacific,Philippines, 100,< 1.0,92.0, 1.6,< 1.0,< 1.0, 6.0,< 1.0,< 1.0
1136,1,167,2050,Europe,Poland, 100,< 1.0,86.8,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,12.8
1137,1,168,2050,Europe,Portugal, 100,< 1.0,86.3,< 1.0,< 1.0,< 1.0, 1.3,< 1.0,11.3
1138,1,169,2050,Latin America-Caribbean,Puerto Rico, 100,< 1.0,95.7,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.7
1139,1,170,2050,Middle East-North Africa,Qatar, 100, 4.1,12.6,< 1.0,17.1,< 1.0,64.6,< 1.0,< 1.0
1140,1,171,2050,Sub-Saharan Africa,Reunion, 100,< 1.0,87.6,< 1.0, 4.5,< 1.0, 4.2, 1.1, 2.0
1141,1,172,2050,Europe,Romania, 100,< 1.0,>99.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
1142,1,173,2050,Europe,Russia, 100,< 1.0,71.3,< 1.0,< 1.0,< 1.0,16.8,< 1.0,11.3
1143,1,174,2050,Sub-Saharan Africa,Rwanda, 100,< 1.0,93.0,< 1.0,< 1.0,< 1.0, 3.2,< 1.0, 3.1
1144,1,175,2050,Sub-Saharan Africa,St. Helena, 100,< 1.0,96.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
1145,1,176,2050,Latin America-Caribbean,St. Kitts and Nevis, 100,< 1.0,94.6, 1.3, 1.5,< 1.0,< 1.0,< 1.0, 1.6
1146,1,177,2050,Latin America-Caribbean,St. Lucia, 100,< 1.0,93.0,< 1.0,< 1.0,< 1.0,< 1.0, 1.4, 4.9
1147,1,178,2050,North America,St. Pierre and Miquelon, 100,< 1.0,94.7,< 1.0,< 1.0,< 1.0,< 1.0, 1.3, 3.8
1148,1,179,2050,Latin America-Caribbean,St. Vincent and the Grenadines, 100,< 1.0,88.7, 2.0, 3.4,< 1.0, 1.5, 2.0, 2.5
1149,1,180,2050,Asia-Pacific,Samoa, 100,< 1.0,97.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 1.9
1150,1,181,2050,Europe,San Marino, 100,< 1.0,91.6,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 7.2
1151,1,182,2050,Sub-Saharan Africa,Sao Tome and Principe, 100,< 1.0,79.6, 3.2,< 1.0,< 1.0,< 1.0, 2.6,14.6
1152,1,183,2050,Middle East-North Africa,Saudi Arabia, 100,< 1.0, 4.0,< 1.0, 1.6,< 1.0,93.1,< 1.0,< 1.0
1153,1,184,2050,Sub-Saharan Africa,Senegal, 100,< 1.0, 2.5,< 1.0,< 1.0,< 1.0,97.4,< 1.0,< 1.0
1154,1,185,2050,Europe,Serbia, 100,< 1.0,88.4,< 1.0,< 1.0,< 1.0, 8.1,< 1.0, 3.4
1155,1,186,2050,Sub-Saharan Africa,Seychelles, 100,< 1.0,94.0,< 1.0, 2.1,< 1.0, 1.1,< 1.0, 2.1
1156,1,187,2050,Sub-Saharan Africa,Sierra Leone, 100,< 1.0,18.5,< 1.0,< 1.0,< 1.0,80.4,< 1.0,< 1.0
1157,1,188,2050,Asia-Pacific,Singapore, 100,27.0,17.0, 2.8,10.0,< 1.0,21.4, 5.6,16.0
1158,1,189,2050,Europe,Slovakia, 100,< 1.0,79.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,19.0
1159,1,190,2050,Europe,Slovenia, 100,< 1.0,75.0,< 1.0,< 1.0,< 1.0, 4.7,< 1.0,20.2
1160,1,191,2050,Asia-Pacific,Solomon Islands, 100,< 1.0,97.4, 1.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
1161,1,192,2050,Sub-Saharan Africa,Somalia, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
1162,1,193,2050,Sub-Saharan Africa,South Africa, 100,< 1.0,80.0,< 1.0,< 1.0,< 1.0, 2.6,< 1.0,15.4
1163,1,194,2050,Asia-Pacific,South Korea, 100,18.1,33.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,46.3
1164,1,195,2050,Europe,Spain, 100,< 1.0,65.2,< 1.0,< 1.0,< 1.0, 7.5,< 1.0,26.5
1165,1,196,2050,Asia-Pacific,Sri Lanka, 100,66.8, 6.8,< 1.0,14.0,< 1.0,12.3,< 1.0,< 1.0
1166,1,197,2050,Middle East-North Africa,Sudan, 100,< 1.0, 5.4, 2.8,< 1.0,< 1.0,90.7,< 1.0, 1.0
1167,1,198,2050,Latin America-Caribbean,Suriname, 100,< 1.0,54.4, 6.7,15.4,< 1.0,11.8, 2.0, 8.8
1168,1,199,2050,Sub-Saharan Africa,Swaziland, 100,< 1.0,89.3, 1.1,< 1.0,< 1.0,< 1.0,< 1.0, 8.6
1169,1,200,2050,Europe,Sweden, 100, 1.2,52.3,< 1.0,< 1.0,< 1.0,12.4,< 1.0,32.8
1170,1,201,2050,Europe,Switzerland, 100,< 1.0,61.9,< 1.0,< 1.0,< 1.0, 7.6,< 1.0,28.4
1171,1,202,2050,Middle East-North Africa,Syria, 100,< 1.0, 5.1,< 1.0,< 1.0,< 1.0,92.8,< 1.0, 2.0
1172,1,203,2050,Asia-Pacific,Taiwan, 100,20.5, 6.5,42.3,< 1.0,< 1.0,< 1.0,13.6,17.1
1173,1,204,2050,Asia-Pacific,Tajikistan, 100,< 1.0, 2.1,< 1.0,< 1.0,< 1.0,96.1,< 1.0, 1.5
1174,1,205,2050,Sub-Saharan Africa,Tanzania, 100,< 1.0,66.6,< 1.0,< 1.0,< 1.0,30.8,< 1.0, 2.3
1175,1,206,2050,Asia-Pacific,Thailand, 100,90.1, 1.1,< 1.0,< 1.0,< 1.0, 8.3,< 1.0,< 1.0
1176,1,207,2050,Asia-Pacific,Timor-Leste, 100,< 1.0,>99.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
1177,1,208,2050,Sub-Saharan Africa,Togo, 100,< 1.0,36.7,42.3,< 1.0,< 1.0,14.0,< 1.0, 6.4
1178,1,209,2050,Asia-Pacific,Tokelau, 100,< 1.0,>99.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
1179,1,210,2050,Asia-Pacific,Tonga, 100,< 1.0,98.9,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
